agent_id,step,metric,value
34,0,emotion,0.6344242989117519
34,1,emotion,0.6768067571940283
34,2,emotion,0.6989815321864323
34,3,emotion,0.7428139532224838
34,4,emotion,0.7822993882096507
34,5,emotion,0.8049669503025445
34,6,emotion,0.8177111488459006
34,7,emotion,0.7842184819243037
34,8,emotion,0.8082462000667728
34,9,emotion,0.8155972116323259
34,10,emotion,0.8286323737202773
34,11,emotion,0.8378486824819277
34,12,emotion,0.849124544681449
34,13,emotion,0.8342602128553057
34,14,emotion,0.8598447561227411
34,15,emotion,0.8631189628592306
34,16,emotion,0.8708372228212983
34,17,emotion,0.875531727085489
34,18,emotion,0.8754378318255018
34,19,emotion,0.8305677306886733
34,20,emotion,0.8492909674357682
34,21,emotion,0.8554585839811
34,22,emotion,0.7706112695896497
34,23,emotion,0.7515766838562191
34,24,emotion,0.7720040865694389
34,25,emotion,0.7975355288822562
34,26,emotion,0.8077950488327146
34,27,emotion,0.8210359110872547
34,28,emotion,0.7798187964059083
34,29,emotion,0.7896287426763604
34,30,emotion,0.764367158385724
34,31,emotion,0.795787881555533
34,32,emotion,0.7666767202361475
34,33,emotion,0.751715855514233
34,34,emotion,0.7868473436450321
34,35,emotion,0.7314995925106994
34,36,emotion,0.6470111947850278
34,37,emotion,0.6370685043608098
34,38,emotion,0.642068027987882
34,39,emotion,0.6553034823077858
34,40,emotion,0.6705258199951386
34,41,emotion,0.6711220008395472
34,42,emotion,0.5915892916339008
34,43,emotion,0.588618699217444
34,44,emotion,0.613747762681186
34,45,emotion,0.569957850432998
34,46,emotion,0.5617996115539201
34,47,emotion,0.4893387669111993
34,48,emotion,0.4947643938045009
34,49,emotion,0.48939290816654535
34,50,emotion,0.5023884811406781
34,51,emotion,0.5139862209425411
34,52,emotion,0.5072577817459349
34,53,emotion,0.4682228873159887
34,54,emotion,0.44314988705038133
34,55,emotion,0.4418639053181497
34,56,emotion,0.43381898863181384
34,57,emotion,0.4360742825507858
34,58,emotion,0.38662252619164916
34,59,emotion,0.3507930865820967
34,60,emotion,0.367031061294456
34,61,emotion,0.36938719904555206
34,62,emotion,0.36497600298633365
34,0,stress,0.35110891833070157
34,1,stress,0.3100771466790326
34,2,stress,0.27269749251052683
34,3,stress,0.23978108462402092
34,4,stress,0.22511468864326767
34,5,stress,0.2123555222954297
34,6,stress,0.20001727777011497
34,7,stress,0.18993034257649774
34,8,stress,0.18895461164314228
34,9,stress,0.18129443571695192
34,10,stress,0.1818494894510715
34,11,stress,0.17739961610528057
34,12,stress,0.1657982522564693
34,13,stress,0.15646389629529192
34,14,stress,0.13983923605421822
34,15,stress,0.12936175257886065
34,16,stress,0.1247291454846062
34,17,stress,0.11237914717220632
34,18,stress,0.11108328834587981
34,19,stress,0.10645725068882547
34,20,stress,0.10626883208504785
34,21,stress,0.09840732600741796
34,22,stress,0.22589644989523106
34,23,stress,0.2090313624766478
34,24,stress,0.19861510213585043
34,25,stress,0.1932894028996998
34,26,stress,0.16896412000561525
34,27,stress,0.1645547050638887
34,28,stress,0.1603797046978433
34,29,stress,0.1540529702463493
34,30,stress,0.1600881575714959
34,31,stress,0.15984381674330644
34,32,stress,0.16378084685311559
34,33,stress,0.17092159619566
34,34,stress,0.1662600601973046
34,35,stress,0.17184344971273172
34,36,stress,0.28308241267194467
34,37,stress,0.30209082595115333
34,38,stress,0.31760787942813073
34,39,stress,0.32515245040437685
34,40,stress,0.3291135441364165
34,41,stress,0.3387465785445275
34,42,stress,0.3427941310551956
34,43,stress,0.3586521921077684
34,44,stress,0.35440570296563406
34,45,stress,0.35549058891860297
34,46,stress,0.3813119244262939
34,47,stress,0.47516796709756415
34,48,stress,0.49259671457484033
34,49,stress,0.5062516869281343
34,50,stress,0.5104494764946289
34,51,stress,0.5172038954913549
34,52,stress,0.5207549160236908
34,53,stress,0.526534546103782
34,54,stress,0.5436057570603852
34,55,stress,0.5368813602934308
34,56,stress,0.541680940216076
34,57,stress,0.5485095129406291
34,58,stress,0.5507792721682946
34,59,stress,0.5571830780363716
34,60,stress,0.559653835261198
34,61,stress,0.5757310338331755
34,62,stress,0.5736878488087844
34,0,econ_security,0.6103135377477228
34,1,econ_security,0.6119757548733269
34,2,econ_security,0.6179599491528415
34,3,econ_security,0.6217099449786131
34,4,econ_security,0.6351967606008805
34,5,econ_security,0.6368556863865895
34,6,econ_security,0.6408242125120542
34,7,econ_security,0.651248312805403
34,8,econ_security,0.6426240673564798
34,9,econ_security,0.6344843265084426
34,10,econ_security,0.630427498527782
34,11,econ_security,0.6396171680691338
34,12,econ_security,0.6466674737192476
34,13,econ_security,0.653560477961705
34,14,econ_security,0.6504684904081608
34,15,econ_security,0.6636193465152526
34,16,econ_security,0.6719153963494994
34,17,econ_security,0.6649164304374653
34,18,econ_security,0.6780649386905547
34,19,econ_security,0.6836360983814991
34,20,econ_security,0.6928422546209615
34,21,econ_security,0.688804896777418
34,22,econ_security,0.6898133698701523
34,23,econ_security,0.6877983664533917
34,24,econ_security,0.6799959355364802
34,25,econ_security,0.6725938594503115
34,26,econ_security,0.6762150900548166
34,27,econ_security,0.6745017421725918
