agent_id,step,metric,value
1,0,emotion,0.6006795702278146
1,1,emotion,0.6121218022503581
1,2,emotion,0.6473637832332136
1,3,emotion,0.6795553954096298
1,4,emotion,0.7164536944368716
1,5,emotion,0.7419138468391501
1,6,emotion,0.7604429152600876
1,7,emotion,0.7731939761153906
1,8,emotion,0.788413625899102
1,9,emotion,0.7877598332557221
1,10,emotion,0.7964684595612608
1,11,emotion,0.7971851070617876
1,12,emotion,0.8170835759502865
1,13,emotion,0.8295386457298224
1,14,emotion,0.8246597590538023
1,15,emotion,0.8370014680987048
1,16,emotion,0.8421890963420098
1,17,emotion,0.8332467403904674
1,18,emotion,0.8289370822779624
1,19,emotion,0.8452548652014831
1,20,emotion,0.8317214408252377
1,21,emotion,0.8190794052994695
1,22,emotion,0.8190361898346707
1,23,emotion,0.845543144557969
1,24,emotion,0.8413980696988578
1,25,emotion,0.8436567136666562
1,26,emotion,0.8381822044670063
1,27,emotion,0.836429493155319
1,28,emotion,0.8425621124085814
1,29,emotion,0.8520509230253028
1,30,emotion,0.8561340493398568
1,31,emotion,0.8536909874370258
1,32,emotion,0.8648297404418206
1,33,emotion,0.8806287266984563
1,34,emotion,0.8776219820477577
1,35,emotion,0.8748775622717124
1,36,emotion,0.8851322969152275
1,37,emotion,0.8842588453982381
1,38,emotion,0.8864582740364746
1,39,emotion,0.8958097739537367
1,40,emotion,0.8907159634482629
1,41,emotion,0.9043354795740347
1,42,emotion,0.9115327742452373
1,43,emotion,0.9076167674904251
1,44,emotion,0.9157545016539466
1,45,emotion,0.9108400749805559
1,46,emotion,0.9130158428969822
1,47,emotion,0.9208336148666054
1,48,emotion,0.9309672672972092
1,49,emotion,0.9268948361929771
1,50,emotion,0.9167473269300873
1,51,emotion,0.898715992916311
1,52,emotion,0.8885832699478462
1,53,emotion,0.878047441415233
1,54,emotion,0.8648989722125483
1,55,emotion,0.8382324409278116
1,56,emotion,0.8183640759178906
1,57,emotion,0.8077826751786383
1,58,emotion,0.7842673299822857
1,59,emotion,0.7699796927888445
1,60,emotion,0.7682713111877372
1,61,emotion,0.7622033956005073
1,62,emotion,0.7449968625092882
1,63,emotion,0.7526455188104192
1,64,emotion,0.7462786676203131
1,65,emotion,0.7353958653521186
1,66,emotion,0.727367413331088
1,67,emotion,0.7093104939852424
1,68,emotion,0.7102939085130092
1,69,emotion,0.7104505379870422
1,70,emotion,0.7092702643850081
1,71,emotion,0.6852900364588203
1,72,emotion,0.6792913187749724
1,73,emotion,0.7094979657526986
1,74,emotion,0.7102643306928091
1,75,emotion,0.7115141316488335
1,76,emotion,0.7116215699023444
1,77,emotion,0.6846371887615459
1,78,emotion,0.669564478936284
1,79,emotion,0.639475212500162
1,80,emotion,0.6305017670320174
1,81,emotion,0.6120362532016927
1,82,emotion,0.6300715383209643
1,83,emotion,0.6353579504174208
1,84,emotion,0.6386632587269967
1,85,emotion,0.6349547554593296
1,86,emotion,0.6387207719621606
1,87,emotion,0.6292655412116794
1,88,emotion,0.6060045727824818
1,89,emotion,0.6099113198337661
1,90,emotion,0.6133176794631765
1,91,emotion,0.5995686361707246
1,92,emotion,0.6147150314141803
1,93,emotion,0.6485507309660463
1,94,emotion,0.6277300015966865
1,95,emotion,0.6263563606690368
1,96,emotion,0.6480978801328617
1,97,emotion,0.6672870772604932
1,98,emotion,0.695353776654457
1,99,emotion,0.6864604925331016
1,100,emotion,0.6853456269420641
1,101,emotion,0.6720243387756407
1,102,emotion,0.6471418800834776
1,103,emotion,0.6427350736442262
1,104,emotion,0.623012172463067
1,105,emotion,0.609691085524249
1,106,emotion,0.6187355876299324
1,107,emotion,0.6171099313556963
1,108,emotion,0.6137944736349431
1,109,emotion,0.6250715482343875
1,110,emotion,0.6496309333699777
1,111,emotion,0.6619027374153458
1,112,emotion,0.6914882446853159
1,113,emotion,0.7160466394347103
1,114,emotion,0.7441847141369307
1,115,emotion,0.7687283487351724
1,0,stress,0.5661714676932809
1,1,stress,0.5049202668080519
1,2,stress,0.44553206516996613
1,3,stress,0.39279759316001284
