agent_id,step,metric,value
34,0,emotion,0.6160491612726647
34,1,emotion,0.6519680516885901
34,2,emotion,0.7247823032688974
34,3,emotion,0.7522580302410525
34,4,emotion,0.7329661418850528
34,5,emotion,0.7761757058216002
34,6,emotion,0.797823601142573
34,7,emotion,0.7977697497698062
34,8,emotion,0.8115571187878147
34,9,emotion,0.8361451730990589
34,10,emotion,0.8429483220612013
34,11,emotion,0.8606584204761522
34,12,emotion,0.8698052851613641
34,13,emotion,0.8069485097573087
34,14,emotion,0.8310431702676759
34,15,emotion,0.8557312774542926
34,16,emotion,0.8737747460480718
34,17,emotion,0.893632619219873
34,18,emotion,0.9068198636007598
34,19,emotion,0.9045412328757452
34,20,emotion,0.9007834068816924
34,21,emotion,0.8995344459272013
34,22,emotion,0.8806888072124777
34,23,emotion,0.8758906883668598
34,24,emotion,0.7996979900795798
34,25,emotion,0.8320818096818801
34,26,emotion,0.8568442763567065
34,27,emotion,0.8755235004599028
34,28,emotion,0.8844070057755776
34,29,emotion,0.8688183646262689
34,30,emotion,0.8690532322409336
34,31,emotion,0.8840248838044652
34,32,emotion,0.8698778092444449
34,33,emotion,0.822989704707677
34,34,emotion,0.8318895936285038
34,35,emotion,0.803158753842506
34,36,emotion,0.8176428301601779
34,37,emotion,0.7879761851079443
34,38,emotion,0.772579182485507
34,39,emotion,0.7905448169084177
34,40,emotion,0.7989483357457406
34,41,emotion,0.8229188146308427
34,42,emotion,0.7986861201602004
34,43,emotion,0.8075694430698627
34,44,emotion,0.8104692473505659
34,45,emotion,0.8321795191848192
34,46,emotion,0.8490572015265533
34,47,emotion,0.8233593530972431
34,48,emotion,0.8254251220033705
34,49,emotion,0.7800003463904717
34,50,emotion,0.785840901210996
34,51,emotion,0.7657561448618583
34,52,emotion,0.7797454281306534
34,53,emotion,0.7584918062711369
34,54,emotion,0.7630735868757431
34,55,emotion,0.7229063380090814
34,56,emotion,0.7342569536392309
34,57,emotion,0.7593020411255992
34,58,emotion,0.7736438076414676
34,59,emotion,0.7685313060983934
34,60,emotion,0.7762429086585021
34,61,emotion,0.7802557961461449
34,62,emotion,0.7520482913822497
34,0,stress,0.3485579863058335
34,1,stress,0.3043134751190929
34,2,stress,0.26991235596253527
34,3,stress,0.23562346037736956
34,4,stress,0.22222433021881194
34,5,stress,0.20345101381977157
34,6,stress,0.19678718325171496
34,7,stress,0.18091681180631602
34,8,stress,0.17486777221994276
34,9,stress,0.16508844997522468
34,10,stress,0.16179144235583692
34,11,stress,0.14626799506445784
34,12,stress,0.13614320421974263
34,13,stress,0.1355696768487883
34,14,stress,0.11481160418829493
34,15,stress,0.10804342169209354
34,16,stress,0.11426196302752098
34,17,stress,0.10959901605189773
